precinct_id,vap_18plus,white_vap,black_vap,hispanic_vap,native_vap,asian_vap,pacific_vap,multiracial_vap,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
BOULDER - 013204,995,790,27,8,0,70,0,57,79.4,2.71,0.8,0.0,7.04,0.0,5.73
BOULDER - 013205,838,705,31,12,0,39,0,30,84.13,3.7,1.43,0.0,4.65,0.0,3.58
BOULDER - 013206,563,495,0,43,0,17,0,3,87.92,0.0,7.64,0.0,3.02,0.0,0.53
BOULDER - 013207,1046,937,0,84,0,31,0,12,89.58,0.0,8.03,0.0,2.96,0.0,1.15
BOULDER - 013208,862,745,2,24,0,36,0,105,86.43,0.23,2.78,0.0,4.18,0.0,12.18
BOULDER - 013209,477,365,21,16,0,40,0,31,76.52,4.4,3.35,0.0,8.39,0.0,6.5
BOULDER - 013210,822,583,22,48,0,43,0,44,70.92,2.68,5.84,0.0,5.23,0.0,5.35
BOULDER - 013211,985,681,60,254,0,79,0,5,69.14,6.09,25.79,0.0,8.02,0.0,0.51
BOULDER - 013212,1474,1226,36,149,0,51,0,27,83.18,2.44,10.11,0.0,3.46,0.0,1.83
BOULDER - 013213,2650,2361,27,192,0,26,0,20,89.09,1.02,7.25,0.0,0.98,0.0,0.75
BOULDER - 013214,1399,1247,16,69,0,12,0,48,89.14,1.14,4.93,0.0,0.86,0.0,3.43
BOULDER - 013300,2230,1653,46,401,0,99,0,48,74.13,2.06,17.98,0.0,4.44,0.0,2.15
BOULDER - 013301,2207,1414,1,573,0,89,0,111,64.07,0.05,25.96,0.0,4.03,0.0,5.03
BOULDER - 013302,1927,1687,5,94,0,124,8,0,87.55,0.26,4.88,0.0,6.43,0.42,0.0
BOULDER - 013303,709,483,0,190,0,8,0,30,68.12,0.0,26.8,0.0,1.13,0.0,4.23
BOULDER - 013304,1080,922,0,86,0,34,0,10,85.37,0.0,7.96,0.0,3.15,0.0,0.93
BOULDER - 013305,1389,1257,47,17,0,10,0,65,90.5,3.38,1.22,0.0,0.72,0.0,4.68
BOULDER - 013306,1735,1359,4,233,0,72,0,51,78.33,0.23,13.43,0.0,4.15,0.0,2.94
BOULDER - 013307,1509,821,0,636,0,33,0,31,54.41,0.0,42.15,0.0,2.19,0.0,2.05
BOULDER - 013308,973,764,0,149,0,18,0,22,78.52,0.0,15.31,0.0,1.85,0.0,2.26
BOULDER - 013309,1109,825,6,177,0,63,10,22,74.39,0.54,15.96,0.0,5.68,0.9,1.98
BOULDER - 013310,1439,1163,35,152,0,46,4,38,80.82,2.43,10.56,0.0,3.2,0.28,2.64
BOULDER - 013311,901,797,9,66,0,25,0,13,88.46,1.0,7.33,0.0,2.77,0.0,1.44
BOULDER - 013312,851,805,7,20,0,17,0,4,94.59,0.82,2.35,0.0,2.0,0.0,0.47
BOULDER - 013313,1405,1201,0,100,0,32,0,103,85.48,0.0,7.12,0.0,2.28,0.0,7.33
BOULDER - 013314,1223,1140,0,66,0,0,0,22,93.21,0.0,5.4,0.0,0.0,0.0,1.8
BOULDER - 013315,965,832,0,80,0,48,0,5,86.22,0.0,8.29,0.0,4.97,0.0,0.52
BOULDER - 013316,1222,1141,2,54,0,12,0,10,93.37,0.16,4.42,0.0,0.98,0.0,0.82
BOULDER - 013400,106,106,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
BOULDER - 013401,454,440,0,18,0,7,0,0,96.92,0.0,3.96,0.0,1.54,0.0,0.0
BOULDER - 013402,434,394,0,14,0,42,0,0,90.78,0.0,3.23,0.0,9.68,0.0,0.0
BOULDER - 013403,939,811,8,38,0,52,0,10,86.37,0.85,4.05,0.0,5.54,0.0,1.06
BOULDER - 013404,822,763,0,39,0,0,0,19,92.82,0.0,4.74,0.0,0.0,0.0,2.31
BOULDER - 013405,427,416,4,11,0,1,0,0,97.42,0.94,2.58,0.0,0.23,0.0,0.0
BOULDER - 013406,1181,1190,0,7,0,0,0,0,100.76,0.0,0.59,0.0,0.0,0.0,0.0
BOULDER - 013407,657,585,0,27,19,0,0,17,89.04,0.0,4.11,2.89,0.0,0.0,2.59
BOULDER - 013408,1533,1291,0,187,0,54,0,0,84.21,0.0,12.2,0.0,3.52,0.0,0.0
BOULDER - 013409,1888,1527,29,163,0,34,0,131,80.88,1.54,8.63,0.0,1.8,0.0,6.94
BOULDER - 013410,776,730,0,9,0,21,0,17,94.07,0.0,1.16,0.0,2.71,0.0,2.19
BOULDER - 013411,1275,1002,0,75,0,150,0,36,78.59,0.0,5.88,0.0,11.76,0.0,2.82
BOULDER - 013412,2437,1960,0,97,0,277,0,159,80.43,0.0,3.98,0.0,11.37,0.0,6.52
BOULDER - 013413,1718,1468,0,27,0,155,0,51,85.45,0.0,1.57,0.0,9.02,0.0,2.97
BOULDER - 013500,856,685,0,73,0,77,0,21,80.02,0.0,8.53,0.0,9.0,0.0,2.45
BOULDER - 013501,623,490,0,45,0,76,0,4,78.65,0.0,7.22,0.0,12.2,0.0,0.64
BOULDER - 013502,927,857,0,31,0,37,0,12,92.45,0.0,3.34,0.0,3.99,0.0,1.29
BOULDER - 013503,1703,1518,0,58,0,16,0,111,89.14,0.0,3.41,0.0,0.94,0.0,6.52
BOULDER - 013504,990,775,0,55,0,60,0,100,78.28,0.0,5.56,0.0,6.06,0.0,10.1
BOULDER - 013505,665,606,0,33,11,50,0,0,91.13,0.0,4.96,1.65,7.52,0.0,0.0
BOULDER - 013506,426,408,0,22,0,1,0,0,95.77,0.0,5.16,0.0,0.23,0.0,0.0
BOULDER - 013507,1190,1064,0,98,0,14,0,0,89.41,0.0,8.24,0.0,1.18,0.0,0.0
BOULDER - 013508,542,471,0,0,9,36,0,0,86.9,0.0,0.0,1.66,6.64,0.0,0.0
BOULDER - 013600,2168,1748,0,390,0,0,0,30,80.63,0.0,17.99,0.0,0.0,0.0,1.38
BOULDER - 013601,1604,1446,0,141,0,15,0,0,90.15,0.0,8.79,0.0,0.94,0.0,0.0
BOULDER - 013602,903,710,0,133,1,23,0,8,78.63,0.0,14.73,0.11,2.55,0.0,0.89
BOULDER - 013603,1967,1710,0,157,1,43,0,32,86.93,0.0,7.98,0.05,2.19,0.0,1.63
BOULDER - 013604,1132,1027,0,115,0,20,0,26,90.72,0.0,10.16,0.0,1.77,0.0,2.3
BOULDER - 013605,1218,915,0,285,5,20,0,14,75.12,0.0,23.4,0.41,1.64,0.0,1.15
BOULDER - 013606,1026,609,15,379,0,1,0,14,59.36,1.46,36.94,0.0,0.1,0.0,1.36
BOULDER - 013607,1706,1240,0,338,0,129,0,15,72.68,0.0,19.81,0.0,7.56,0.0,0.88
BOULDER - 013608,1495,839,0,571,0,5,0,45,56.12,0.0,38.19,0.0,0.33,0.0,3.01
BOULDER - 013609,1001,611,0,260,11,70,0,63,61.04,0.0,25.97,1.1,6.99,0.0,6.29
BOULDER - 013610,2600,1606,0,786,36,114,0,75,61.77,0.0,30.23,1.38,4.38,0.0,2.88
BOULDER - 013611,1714,772,159,759,0,0,0,14,45.04,9.28,44.28,0.0,0.0,0.0,0.82
BOULDER - 013612,1546,1369,9,173,30,35,3,14,88.55,0.58,11.19,1.94,2.26,0.19,0.91
BOULDER - 013613,850,711,0,67,0,34,14,23,83.65,0.0,7.88,0.0,4.0,1.65,2.71
BOULDER - 013614,1407,1161,0,169,0,44,0,25,82.52,0.0,12.01,0.0,3.13,0.0,1.78
BOULDER - 013615,662,563,0,35,0,44,0,28,85.05,0.0,5.29,0.0,6.65,0.0,4.23
BOULDER - 013616,1201,996,0,70,0,99,0,38,82.93,0.0,5.83,0.0,8.24,0.0,3.16
BOULDER - 013617,3393,2502,0,470,13,290,0,121,73.74,0.0,13.85,0.38,8.55,0.0,3.57
BOULDER - 013618,2349,1939,78,72,0,246,0,10,82.55,3.32,3.07,0.0,10.47,0.0,0.43
BOULDER - 013619,2352,1501,28,579,0,53,0,180,63.82,1.19,24.62,0.0,2.25,0.0,7.65
BOULDER - 013620,2016,1654,21,203,0,77,0,80,82.04,1.04,10.07,0.0,3.82,0.0,3.97
BOULDER - 013621,1011,903,1,99,0,0,0,0,89.32,0.1,9.79,0.0,0.0,0.0,0.0
BOULDER - 013622,1008,662,5,218,0,10,0,28,65.67,0.5,21.63,0.0,0.99,0.0,2.78
BOULDER - 013623,2125,1428,41,502,5,0,14,99,67.2,1.93,23.62,0.24,0.0,0.66,4.66
BOULDER - 013624,1197,918,7,240,0,0,0,21,76.69,0.58,20.05,0.0,0.0,0.0,1.75
BOULDER - 013625,860,712,31,121,0,0,0,19,82.79,3.6,14.07,0.0,0.0,0.0,2.21
BOULDER - 013626,1426,1189,0,100,0,8,0,145,83.38,0.0,7.01,0.0,0.56,0.0,10.17
BOULDER - 013627,1202,878,3,150,0,13,0,129,73.04,0.25,12.48,0.0,1.08,0.0,10.73
BOULDER - 013628,1123,935,0,176,0,0,0,2,83.26,0.0,15.67,0.0,0.0,0.0,0.18
BOULDER - 013629,667,505,11,120,3,0,0,12,75.71,1.65,17.99,0.45,0.0,0.0,1.8
BOULDER - 013630,1198,764,6,348,0,35,0,27,63.77,0.5,29.05,0.0,2.92,0.0,2.25
BOULDER - 013631,693,489,0,197,0,0,0,25,70.56,0.0,28.43,0.0,0.0,0.0,3.61
BOULDER - 013632,1312,719,0,417,79,20,0,81,54.8,0.0,31.78,6.02,1.52,0.0,6.17
BOULDER - 013633,1512,624,0,860,0,0,0,28,41.27,0.0,56.88,0.0,0.0,0.0,1.85
BOULDER - 013634,1090,839,36,231,4,0,0,6,76.97,3.3,21.19,0.37,0.0,0.0,0.55
BOULDER - 013635,741,630,3,105,0,21,0,0,85.02,0.4,14.17,0.0,2.83,0.0,0.0
BOULDER - 013636,1082,1009,0,15,0,40,0,18,93.25,0.0,1.39,0.0,3.7,0.0,1.66
BOULDER - 013637,1763,1403,28,221,0,37,0,30,79.58,1.59,12.54,0.0,2.1,0.0,1.7
BOULDER - 013638,1041,988,0,53,0,10,0,13,94.91,0.0,5.09,0.0,0.96,0.0,1.25
BOULDER - 013639,957,964,0,0,0,0,0,3,100.73,0.0,0.0,0.0,0.0,0.0,0.31
BOULDER - 013640,947,896,0,8,3,30,0,12,94.61,0.0,0.84,0.32,3.17,0.0,1.27
BOULDER - 013641,912,751,0,96,11,10,0,27,82.35,0.0,10.53,1.21,1.1,0.0,2.96
BOULDER - 013642,1735,1125,0,331,0,199,58,22,64.84,0.0,19.08,0.0,11.47,3.34,1.27
BOULDER - 013643,1253,1003,9,182,0,0,0,55,80.05,0.72,14.53,0.0,0.0,0.0,4.39
BOULDER - 013644,1668,1009,28,549,0,16,0,19,60.49,1.68,32.91,0.0,0.96,0.0,1.14
BOULDER - 013645,1125,783,46,250,0,11,0,27,69.6,4.09,22.22,0.0,0.98,0.0,2.4
BOULDER - 013646,1026,908,19,76,0,21,0,10,88.5,1.85,7.41,0.0,2.05,0.0,0.97
BOULDER - 013647,1542,1222,0,211,20,50,0,39,79.25,0.0,13.68,1.3,3.24,0.0,2.53
BOULDER - 013648,2048,1440,25,565,0,46,0,15,70.31,1.22,27.59,0.0,2.25,0.0,0.73
BOULDER - 013649,1117,880,12,197,0,5,0,23,78.78,1.07,17.64,0.0,0.45,0.0,2.06
BOULDER - 013650,869,710,0,148,0,4,0,11,81.7,0.0,17.03,0.0,0.46,0.0,1.27
BOULDER - 013651,1357,889,13,335,0,65,0,55,65.51,0.96,24.69,0.0,4.79,0.0,4.05
BOULDER - 013652,1099,898,0,165,0,0,0,36,81.71,0.0,15.01,0.0,0.0,0.0,3.28
BOULDER - 013653,587,514,0,55,0,0,0,20,87.56,0.0,9.37,0.0,0.0,0.0,3.41
BOULDER - 013654,1447,1275,0,53,0,3,0,119,88.11,0.0,3.66,0.0,0.21,0.0,8.22
BOULDER - 013700,877,758,0,21,0,64,0,17,86.43,0.0,2.39,0.0,7.3,0.0,1.94
BOULDER - 013701,574,499,0,18,0,34,0,46,86.93,0.0,3.14,0.0,5.92,0.0,8.01
BOULDER - 013702,369,370,0,13,0,2,0,0,100.27,0.0,3.52,0.0,0.54,0.0,0.0
BOULDER - 013703,511,511,0,9,0,0,1,0,100.0,0.0,1.76,0.0,0.0,0.2,0.0
BOULDER - 013704,430,408,0,13,0,1,1,15,94.88,0.0,3.02,0.0,0.23,0.23,3.49
BOULDER - 013705,665,628,0,9,0,3,3,66,94.44,0.0,1.35,0.0,0.45,0.45,9.92
BOULDER - 013706,183,168,0,4,0,0,0,4,91.8,0.0,2.19,0.0,0.0,0.0,2.19
BOULDER - 013707,572,517,0,42,0,12,0,0,90.38,0.0,7.34,0.0,2.1,0.0,0.0
BOULDER - 013708,589,522,0,62,0,10,0,0,88.62,0.0,10.53,0.0,1.7,0.0,0.0
BOULDER - 013800,663,560,0,58,0,12,0,32,84.46,0.0,8.75,0.0,1.81,0.0,4.83
BOULDER - 013801,1070,952,25,111,0,0,0,9,88.97,2.34,10.37,0.0,0.0,0.0,0.84
BOULDER - 013802,1684,1512,5,82,0,41,0,16,89.79,0.3,4.87,0.0,2.43,0.0,0.95
BOULDER - 013803,1234,1165,0,62,0,7,0,0,94.41,0.0,5.02,0.0,0.57,0.0,0.0
BOULDER - 013804,1338,1216,5,54,0,28,0,23,90.88,0.37,4.04,0.0,2.09,0.0,1.72
BOULDER - 013805,348,323,0,18,0,10,0,12,92.82,0.0,5.17,0.0,2.87,0.0,3.45
BOULDER - 013806,1369,1114,25,164,42,4,0,27,81.37,1.83,11.98,3.07,0.29,0.0,1.97
BOULDER - 013807,905,767,6,74,0,40,4,23,84.75,0.66,8.18,0.0,4.42,0.44,2.54
BOULDER - 013808,2035,1349,0,514,0,38,0,132,66.29,0.0,25.26,0.0,1.87,0.0,6.49
BOULDER - 013809,898,842,0,0,0,56,0,0,93.76,0.0,0.0,0.0,6.24,0.0,0.0
BOULDER - 013810,883,767,0,39,0,71,0,9,86.86,0.0,4.42,0.0,8.04,0.0,1.02
BOULDER - 013811,1083,967,0,32,0,19,0,76,89.29,0.0,2.95,0.0,1.75,0.0,7.02
BOULDER - 013812,1098,954,0,108,0,13,0,7,86.89,0.0,9.84,0.0,1.18,0.0,0.64
BOULDER - 013813,1628,1267,6,219,7,27,0,40,77.83,0.37,13.45,0.43,1.66,0.0,2.46
BOULDER - 013814,784,741,0,21,0,80,0,8,94.52,0.0,2.68,0.0,10.2,0.0,1.02
BOULDER - 013815,850,686,0,94,0,38,0,0,80.71,0.0,11.06,0.0,4.47,0.0,0.0
BOULDER - 013816,1119,1005,0,50,0,17,0,44,89.81,0.0,4.47,0.0,1.52,0.0,3.93
BOULDER - 013817,586,517,9,44,0,0,0,16,88.23,1.54,7.51,0.0,0.0,0.0,2.73
BOULDER - 013818,1419,1106,0,218,0,46,0,49,77.94,0.0,15.36,0.0,3.24,0.0,3.45
BOULDER - 013819,829,687,0,92,0,16,0,26,82.87,0.0,11.1,0.0,1.93,0.0,3.14
BOULDER - 013820,916,730,0,158,0,1,0,4,79.69,0.0,17.25,0.0,0.11,0.0,0.44
BOULDER - 013821,1159,915,0,134,0,85,0,46,78.95,0.0,11.56,0.0,7.33,0.0,3.97
BOULDER - 013822,1118,1026,0,110,0,0,0,17,91.77,0.0,9.84,0.0,0.0,0.0,1.52
BOULDER - 013823,3122,2055,53,743,26,156,0,76,65.82,1.7,23.8,0.83,5.0,0.0,2.43
BOULDER - 013824,1321,1094,0,159,0,46,0,26,82.82,0.0,12.04,0.0,3.48,0.0,1.97
BOULDER - 013825,599,558,0,14,0,10,0,6,93.16,0.0,2.34,0.0,1.67,0.0,1.0
BOULDER - 013826,832,770,0,33,0,50,0,0,92.55,0.0,3.97,0.0,6.01,0.0,0.0
BOULDER - 013827,1145,995,0,77,0,13,0,26,86.9,0.0,6.72,0.0,1.14,0.0,2.27
BOULDER - 013828,910,757,1,117,0,12,0,73,83.19,0.11,12.86,0.0,1.32,0.0,8.02
BOULDER - 013829,1088,717,1,250,0,97,0,23,65.9,0.09,22.98,0.0,8.92,0.0,2.11
BOULDER - 013830,1073,829,53,126,0,16,0,40,77.26,4.94,11.74,0.0,1.49,0.0,3.73
BOULDER - 013831,1062,819,15,196,0,18,0,17,77.12,1.41,18.46,0.0,1.69,0.0,1.6
BOULDER - 013832,398,368,0,11,0,16,0,12,92.46,0.0,2.76,0.0,4.02,0.0,3.02
BOULDER - 013833,1749,1342,43,127,0,163,10,119,76.73,2.46,7.26,0.0,9.32,0.57,6.8
BOULDER - 013834,2960,2243,76,333,0,178,10,45,75.78,2.57,11.25,0.0,6.01,0.34,1.52
BOULDER - 013835,1436,1033,26,152,0,139,3,103,71.94,1.81,10.58,0.0,9.68,0.21,7.17
BOULDER - 013836,964,790,9,87,0,35,0,27,81.95,0.93,9.02,0.0,3.63,0.0,2.8
BOULDER - 013837,1574,1289,5,56,0,123,0,67,81.89,0.32,3.56,0.0,7.81,0.0,4.26
BOULDER - 013838,763,543,0,110,0,59,0,23,71.17,0.0,14.42,0.0,7.73,0.0,3.01
BOULDER - 013839,529,491,0,6,0,17,0,3,92.82,0.0,1.13,0.0,3.21,0.0,0.57
BOULDER - 013840,531,478,0,24,0,18,0,25,90.02,0.0,4.52,0.0,3.39,0.0,4.71
BOULDER - 013841,596,497,25,41,0,30,0,0,83.39,4.19,6.88,0.0,5.03,0.0,0.0
BOULDER - 013842,1048,913,26,54,0,14,0,39,87.12,2.48,5.15,0.0,1.34,0.0,3.72
BOULDER - 013843,1526,1400,5,80,0,35,0,1,91.74,0.33,5.24,0.0,2.29,0.0,0.07
BOULDER - 013844,849,675,3,94,0,45,0,30,79.51,0.35,11.07,0.0,5.3,0.0,3.53
BOULDER - 013845,973,761,5,116,11,66,0,35,78.21,0.51,11.92,1.13,6.78,0.0,3.6
BOULDER - 013846,2593,1688,34,443,0,306,0,153,65.1,1.31,17.08,0.0,11.8,0.0,5.9
BOULDER - 013847,1690,1380,42,129,0,50,0,89,81.66,2.49,7.63,0.0,2.96,0.0,5.27
BOULDER - 013848,726,598,0,86,10,19,0,22,82.37,0.0,11.85,1.38,2.62,0.0,3.03
BOULDER - 013849,2580,1759,44,386,0,272,13,106,68.18,1.71,14.96,0.0,10.54,0.5,4.11
BOULDER - 013850,785,680,0,63,13,24,0,4,86.62,0.0,8.03,1.66,3.06,0.0,0.51
BOULDER - 013851,1177,1083,6,60,0,31,0,20,92.01,0.51,5.1,0.0,2.63,0.0,1.7
BOULDER - 013852,1328,1122,0,73,0,38,0,102,84.49,0.0,5.5,0.0,2.86,0.0,7.68
BOULDER - 013853,832,722,25,37,0,22,0,4,86.78,3.0,4.45,0.0,2.64,0.0,0.48
BOULDER - 013854,959,753,9,121,12,14,0,9,78.52,0.94,12.62,1.25,1.46,0.0,0.94
BOULDER - 013855,813,655,11,110,0,4,0,31,80.57,1.35,13.53,0.0,0.49,0.0,3.81
BOULDER - 013856,552,503,0,0,0,23,0,27,91.12,0.0,0.0,0.0,4.17,0.0,4.89
BOULDER - 013857,641,599,0,2,0,23,3,1,93.45,0.0,0.31,0.0,3.59,0.47,0.16
BOULDER - 013858,1013,986,0,0,0,19,0,9,97.33,0.0,0.0,0.0,1.88,0.0,0.89
BOULDER - 013859,730,704,24,24,0,6,0,9,96.44,3.29,3.29,0.0,0.82,0.0,1.23
BOULDER - 013860,591,563,8,13,0,0,2,9,95.26,1.35,2.2,0.0,0.0,0.34,1.52
BOULDER - 013861,557,490,9,26,0,38,0,0,87.97,1.62,4.67,0.0,6.82,0.0,0.0
BOULDER - 013862,532,480,0,9,0,28,0,8,90.23,0.0,1.69,0.0,5.26,0.0,1.5
BOULDER - 013863,618,516,0,10,0,50,0,9,83.5,0.0,1.62,0.0,8.09,0.0,1.46
BOULDER - 013864,559,524,0,13,0,11,0,10,93.74,0.0,2.33,0.0,1.97,0.0,1.79
BOULDER - 013865,693,498,5,100,0,11,0,79,71.86,0.72,14.43,0.0,1.59,0.0,11.4
BOULDER - 013866,645,566,14,31,0,5,0,35,87.75,2.17,4.81,0.0,0.78,0.0,5.43
BOULDER - 013867,948,804,0,50,0,45,0,23,84.81,0.0,5.27,0.0,4.75,0.0,2.43
BOULDER - 013868,848,733,12,34,0,38,0,37,86.44,1.42,4.01,0.0,4.48,0.0,4.36
BOULDER - 013869,587,533,0,14,0,4,0,42,90.8,0.0,2.39,0.0,0.68,0.0,7.16
BOULDER - 013870,808,559,2,233,17,10,0,18,69.18,0.25,28.84,2.1,1.24,0.0,2.23
BOULDER - 013871,1019,832,56,51,6,41,0,37,81.65,5.5,5.0,0.59,4.02,0.0,3.63
BOULDER - 013872,1730,1384,0,192,0,52,0,102,80.0,0.0,11.1,0.0,3.01,0.0,5.9
BOULDER - 013873,396,321,34,16,0,29,0,18,81.06,8.59,4.04,0.0,7.32,0.0,4.55
BOULDER - 013874,959,801,15,51,0,44,0,49,83.52,1.56,5.32,0.0,4.59,0.0,5.11
BOULDER - 013875,1137,969,0,115,0,24,0,20,85.22,0.0,10.11,0.0,2.11,0.0,1.76
BOULDER - 013876,1499,1390,18,61,0,18,0,35,92.73,1.2,4.07,0.0,1.2,0.0,2.33
BOULDER - 013877,764,684,11,30,0,25,0,22,89.53,1.44,3.93,0.0,3.27,0.0,2.88
BOULDER - 013878,1222,1111,3,50,0,3,0,34,90.92,0.25,4.09,0.0,0.25,0.0,2.78
BOULDER - 013879,959,905,16,28,0,0,0,10,94.37,1.67,2.92,0.0,0.0,0.0,1.04
BOULDER - 013880,1969,1772,93,55,0,35,0,28,89.99,4.72,2.79,0.0,1.78,0.0,1.42
BOULDER - 013881,864,774,7,46,0,3,0,27,89.58,0.81,5.32,0.0,0.35,0.0,3.12
BOULDER - 013882,853,754,0,51,43,0,0,6,88.39,0.0,5.98,5.04,0.0,0.0,0.7
BOULDER - 013883,1114,1054,0,15,0,0,0,28,94.61,0.0,1.35,0.0,0.0,0.0,2.51
BOULDER - 013884,969,860,0,68,0,14,0,28,88.75,0.0,7.02,0.0,1.44,0.0,2.89
BOULDER - 013885,510,481,0,0,0,11,0,16,94.31,0.0,0.0,0.0,2.16,0.0,3.14
BOULDER - 013886,559,534,0,0,0,6,0,16,95.53,0.0,0.0,0.0,1.07,0.0,2.86
BOULDER - 013887,707,658,0,0,0,0,0,59,93.07,0.0,0.0,0.0,0.0,0.0,8.35
BOULDER - 013888,754,668,0,45,0,20,14,0,88.59,0.0,5.97,0.0,2.65,1.86,0.0
BOULDER - 013900,387,370,0,6,0,0,0,8,95.61,0.0,1.55,0.0,0.0,0.0,2.07
BOULDER - 013901,577,567,0,2,6,0,0,0,98.27,0.0,0.35,1.04,0.0,0.0,0.0
BOULDER - 013902,647,586,0,57,0,0,0,2,90.57,0.0,8.81,0.0,0.0,0.0,0.31
BOULDER - 013903,1814,1716,0,81,8,0,0,13,94.6,0.0,4.47,0.44,0.0,0.0,0.72
BOULDER - 013904,409,382,0,33,0,0,0,0,93.4,0.0,8.07,0.0,0.0,0.0,0.0
BOULDER - 013905,224,200,0,30,0,0,0,0,89.29,0.0,13.39,0.0,0.0,0.0,0.0
BOULDER - 013906,441,392,0,30,0,1,0,6,88.89,0.0,6.8,0.0,0.23,0.0,1.36
BOULDER - 013908,992,970,0,12,0,0,4,18,97.78,0.0,1.21,0.0,0.0,0.4,1.81
BOULDER - 013909,638,591,0,13,0,0,0,10,92.63,0.0,2.04,0.0,0.0,0.0,1.57
BOULDER - 013910,799,765,0,7,0,0,4,45,95.74,0.0,0.88,0.0,0.0,0.5,5.63
BOULDER - 013911,634,557,0,24,0,39,1,19,87.85,0.0,3.79,0.0,6.15,0.16,3.0
BOULDER - 013912,843,795,0,10,0,0,0,22,94.31,0.0,1.19,0.0,0.0,0.0,2.61
BOULDER - 013913,702,637,0,29,16,2,0,10,90.74,0.0,4.13,2.28,0.28,0.0,1.42
BOULDER - 013914,613,579,0,16,0,0,0,10,94.45,0.0,2.61,0.0,0.0,0.0,1.63
BOULDER - 013915,508,457,0,30,0,8,0,7,89.96,0.0,5.91,0.0,1.57,0.0,1.38
BOULDER - 013916,644,580,0,44,0,3,0,23,90.06,0.0,6.83,0.0,0.47,0.0,3.57
BOULDER - 013917,1237,1112,0,77,0,9,3,26,89.89,0.0,6.22,0.0,0.73,0.24,2.1
BOULDER - 013918,1029,945,0,40,0,1,1,0,91.84,0.0,3.89,0.0,0.1,0.1,0.0
BROOMFIELD - 014001,1830,1666,0,120,0,17,0,27,91.04,0.0,6.56,0.0,0.93,0.0,1.48
BROOMFIELD - 014002,3139,2524,10,345,17,169,0,65,80.41,0.32,10.99,0.54,5.38,0.0,2.07
BROOMFIELD - 014003,2233,1773,31,249,0,64,0,125,79.4,1.39,11.15,0.0,2.87,0.0,5.6
BROOMFIELD - 014004,1957,1486,91,169,0,77,0,138,75.93,4.65,8.64,0.0,3.93,0.0,7.05
BROOMFIELD - 014005,179,83,24,58,0,7,0,3,46.37,13.41,32.4,0.0,3.91,0.0,1.68
BROOMFIELD - 014006,3508,2699,54,533,0,127,0,104,76.94,1.54,15.19,0.0,3.62,0.0,2.96
BROOMFIELD - 014007,1022,703,0,134,19,104,0,65,68.79,0.0,13.11,1.86,10.18,0.0,6.36
BROOMFIELD - 014008,982,832,31,110,0,0,0,15,84.73,3.16,11.2,0.0,0.0,0.0,1.53
BROOMFIELD - 014009,972,837,19,28,0,86,0,0,86.11,1.95,2.88,0.0,8.85,0.0,0.0
BROOMFIELD - 014010,990,840,0,55,14,46,0,22,84.85,0.0,5.56,1.41,4.65,0.0,2.22
BROOMFIELD - 014011,1299,1124,0,125,3,6,0,47,86.53,0.0,9.62,0.23,0.46,0.0,3.62
BROOMFIELD - 014012,1112,995,0,45,18,28,0,39,89.48,0.0,4.05,1.62,2.52,0.0,3.51
BROOMFIELD - 014013,1041,848,31,119,0,16,0,18,81.46,2.98,11.43,0.0,1.54,0.0,1.73
BROOMFIELD - 014014,1262,947,0,236,14,21,0,31,75.04,0.0,18.7,1.11,1.66,0.0,2.46
BROOMFIELD - 014015,1316,1001,42,152,19,72,0,58,76.06,3.19,11.55,1.44,5.47,0.0,4.41
BROOMFIELD - 014016,858,793,0,17,0,28,0,23,92.42,0.0,1.98,0.0,3.26,0.0,2.68
BROOMFIELD - 014017,1614,1378,0,102,0,125,0,9,85.38,0.0,6.32,0.0,7.74,0.0,0.56
BROOMFIELD - 014018,918,733,13,92,0,69,0,11,79.85,1.42,10.02,0.0,7.52,0.0,1.2
BROOMFIELD - 014019,1894,1383,33,279,9,130,0,31,73.02,1.74,14.73,0.48,6.86,0.0,1.64
BROOMFIELD - 014020,1129,849,36,140,0,38,0,64,75.2,3.19,12.4,0.0,3.37,0.0,5.67
BROOMFIELD - 014021,2189,1728,5,323,3,70,0,21,78.94,0.23,14.76,0.14,3.2,0.0,0.96
BROOMFIELD - 014022,1557,1259,0,212,1,37,47,0,80.86,0.0,13.62,0.06,2.38,3.02,0.0
BROOMFIELD - 014023,1236,954,0,197,0,103,0,3,77.18,0.0,15.94,0.0,8.33,0.0,0.24
BROOMFIELD - 014024,2330,1629,0,269,0,353,0,49,69.91,0.0,11.55,0.0,15.15,0.0,2.1
BROOMFIELD - 014025,2054,1701,0,100,6,261,0,16,82.81,0.0,4.87,0.29,12.71,0.0,0.78
BROOMFIELD - 014026,1309,1092,0,73,0,135,0,9,83.42,0.0,5.58,0.0,10.31,0.0,0.69
BROOMFIELD - 014027,1693,1200,16,458,0,27,0,11,70.88,0.95,27.05,0.0,1.59,0.0,0.65
BROOMFIELD - 014028,595,280,0,299,0,0,0,16,47.06,0.0,50.25,0.0,0.0,0.0,2.69
BROOMFIELD - 014029,1323,892,0,263,0,50,0,82,67.42,0.0,19.88,0.0,3.78,0.0,6.2
